taxonTypeCode,taxonID,acceptedTaxonID,scientificName,scientificNameAuthorship,taxonRank,vernacularName,taxonProtocolCategory,nameAccordingToID,nameAccordingToTitle,kingdom,subkingdom,infrakingdom,superdivision,division,subdivision,infradivision,parvdivision,superphylum,phylum,subphylum,infraphylum,superclass,class,subclass,infraclass,superorder,order,suborder,infraorder,section,subsection,superfamily,family,subfamily,tribe,subtribe,genus,subgenus,species,subspecies,variety,subvariety,form,subform,race,stirp,morph,abberation,unspecified,speciesGroup,specificEpithet,infraspecificEpithet
FISH,EMPLAT3,EMPLAT3,Empetrichthys latos,Miller,species,,target,http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=165691 (accessed 08/31/2017),"The Integrated Taxonomic Information System on-line database http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=165691, accessed 31 Aug 2017",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Cyprinodontiformes,,,,,,Goodeidae,,,,Empetrichthys,,Empetrichthys latos,,,,,,,,,,,,latos,
FISH,EMPMER,EMPMER,Empetrichthys merriami,Gilbert,species,,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Cyprinodontiformes,,,,,,Goodeidae,,,,Empetrichthys,,Empetrichthys merriami,,,,,,,,,,,,merriami,
FISH,EMPSP,EMPSP,Empetrichthys sp.,,genus,,target,http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=165690 (accessed 08/31/2017),"The Integrated Taxonomic Information System on-line database http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=165690, accessed 31 Aug 2017",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Cyprinodontiformes,,,,,,Goodeidae,,,,Empetrichthys,,,,,,,,,,,,,,sp.,
FISH,EMPSPP,EMPSPP,Empetrichthys spp.,,genus,,target,http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=165690 (accessed 08/31/2017),"The Integrated Taxonomic Information System on-line database http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=165690, accessed 31 Aug 2017",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Cyprinodontiformes,,,,,,Goodeidae,,,,Empetrichthys,,,,,,,,,,,,,,spp.,
FISH,ENGSP,ENGSP,Engraulidae sp.,,family,,target,http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=553173 (accessed 08/31/2017),"The Integrated Taxonomic Information System on-line database http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=553173, accessed 31 Aug 2017",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Clupeiformes,,,,,,Engraulidae,,,,,,,,,,,,,,,,,,sp.,
FISH,ENGSPP,ENGSPP,Engraulidae spp.,,family,,target,http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=553173 (accessed 08/31/2017),"The Integrated Taxonomic Information System on-line database http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=553173, accessed 31 Aug 2017",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Clupeiformes,,,,,,Engraulidae,,,,,,,,,,,,,,,,,,spp.,
FISH,ENNCHA,ENNCHA,Enneacanthus chaetodon,(Baird),species,,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Perciformes,,,,,,Centrarchidae,,,,Enneacanthus,,Enneacanthus chaetodon,,,,,,,,,,,,chaetodon,
FISH,ENNGLO,ENNGLO,Enneacanthus gloriosus,(Holbrook),species,,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Perciformes,,,,,,Centrarchidae,,,,Enneacanthus,,Enneacanthus gloriosus,,,,,,,,,,,,gloriosus,
FISH,ENNOBE,ENNOBE,Enneacanthus obesus,(Girard),species,,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Perciformes,,,,,,Centrarchidae,,,,Enneacanthus,,Enneacanthus obesus,,,,,,,,,,,,obesus,
FISH,ENNSP,ENNSP,Enneacanthus sp.,,genus,,target,http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=168107 (accessed 08/31/2017),"The Integrated Taxonomic Information System on-line database http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=168107, accessed 31 Aug 2017",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Perciformes,,,,,,Centrarchidae,,,,Enneacanthus,,,,,,,,,,,,,,sp.,
FISH,ENNSPP,ENNSPP,Enneacanthus spp.,,genus,,target,http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=168107 (accessed 08/31/2017),"The Integrated Taxonomic Information System on-line database http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=168107, accessed 31 Aug 2017",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Perciformes,,,,,,Centrarchidae,,,,Enneacanthus,,,,,,,,,,,,,,spp.,
FISH,ENTFOL,ENTFOL,Entosphenus folletti,Vladykov & Kott,species,,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,,,,,,,,,Chordata,,,,Cephalaspidomorphi,,,,Petromyzontiformes,,,,,,Petromyzontidae,,,,Entosphenus,,Entosphenus folletti,,,,,,,,,,,,folletti,
FISH,ENTLET,ENTLET,Entosphenus lethophagus,(Hubbs),species,,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,,,,,,,,,Chordata,,,,Cephalaspidomorphi,,,,Petromyzontiformes,,,,,,Petromyzontidae,,,,Entosphenus,,Entosphenus lethophagus,,,,,,,,,,,,lethophagus,
FISH,ENTMIN,ENTMIN,Entosphenus minimus,(Bond & Kan),species,,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,,,,,,,,,Chordata,,,,Cephalaspidomorphi,,,,Petromyzontiformes,,,,,,Petromyzontidae,,,,Entosphenus,,Entosphenus minimus,,,,,,,,,,,,minimus,
FISH,ENTSIM,ENTSIM,Entosphenus similis,Vladykov & Kott,species,,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,,,,,,,,,Chordata,,,,Cephalaspidomorphi,,,,Petromyzontiformes,,,,,,Petromyzontidae,,,,Entosphenus,,Entosphenus similis,,,,,,,,,,,,similis,
FISH,ENTSP,ENTSP,Entosphenus sp.,,genus,,target,http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=159698 (accessed 08/31/2017),"The Integrated Taxonomic Information System on-line database http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=159698, accessed 31 Aug 2017",Animalia,,,,,,,,,Chordata,,,,Cephalaspidomorphi,,,,Petromyzontiformes,,,,,,Petromyzontidae,,,,Entosphenus,,,,,,,,,,,,,,sp.,
FISH,ENTSPP,ENTSPP,Entosphenus spp.,,genus,,target,http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=159698 (accessed 08/31/2017),"The Integrated Taxonomic Information System on-line database http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=159698, accessed 31 Aug 2017",Animalia,,,,,,,,,Chordata,,,,Cephalaspidomorphi,,,,Petromyzontiformes,,,,,,Petromyzontidae,,,,Entosphenus,,,,,,,,,,,,,,spp.,
FISH,ENTTRI,ENTTRI,Entosphenus tridentatus,(Richardson),species,,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,,,,,,,,,Chordata,,,,Cephalaspidomorphi,,,,Petromyzontiformes,,,,,,Petromyzontidae,,,,Entosphenus,,Entosphenus tridentatus,,,,,,,,,,,,tridentatus,
FISH,EREACR,EREACR,Eremichthys acros,Hubbs & Miller,species,,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Cypriniformes,,,,,,Cyprinidae,,,,Eremichthys,,Eremichthys acros,,,,,,,,,,,,acros,
FISH,ERESP,ERESP,Eremichthys sp.,,genus,,target,http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=163539 (accessed 08/31/2017),"The Integrated Taxonomic Information System on-line database http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=163539, accessed 31 Aug 2017",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Cypriniformes,,,,,,Cyprinidae,,,,Eremichthys,,,,,,,,,,,,,,sp.,
FISH,ERESPP,ERESPP,Eremichthys spp.,,genus,,target,http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=163539 (accessed 08/31/2017),"The Integrated Taxonomic Information System on-line database http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=163539, accessed 31 Aug 2017",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Cypriniformes,,,,,,Cyprinidae,,,,Eremichthys,,,,,,,,,,,,,,spp.,
FISH,ERIAMP,ERIAMP,Ericymba amplamala,(Pera & Armbruster),species,,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Cypriniformes,,,,,,Cyprinidae,,,,Ericymba,,Ericymba amplamala,,,,,,,,,,,,amplamala,
FISH,ERIBUC,ERIBUC,Ericymba buccata,Cope,species,,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Cypriniformes,,,,,,Cyprinidae,,,,Ericymba,,Ericymba buccata,,,,,,,,,,,,buccata,
FISH,ERICAH,ERICAH,Erimystax cahni,(Hubbs & Crowe),species,,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Cypriniformes,,,,,,Cyprinidae,,,,Erimystax,,Erimystax cahni,,,,,,,,,,,,cahni,
FISH,ERICLA,ERICLA,Erimyzon claviformis,(Girard),species,,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Cypriniformes,,,,,,Catostomidae,,,,Erimyzon,,Erimyzon claviformis,,,,,,,,,,,,claviformis,
FISH,ERIDIS,ERIDIS,Erimystax dissimilis,(Kirtland),species,,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Cypriniformes,,,,,,Cyprinidae,,,,Erimystax,,Erimystax dissimilis,,,,,,,,,,,,dissimilis,
FISH,ERIHAR,ERIHAR,Erimystax harryi,(Hubbs & Crowe),species,,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Cypriniformes,,,,,,Cyprinidae,,,,Erimystax,,Erimystax harryi,,,,,,,,,,,,harryi,
FISH,ERIINS,ERIINS,Erimystax insignis,(Hubbs & Crowe),species,,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Cypriniformes,,,,,,Cyprinidae,,,,Erimystax,,Erimystax insignis,,,,,,,,,,,,insignis,
FISH,ERIMON,ERIMON,Erimonax monachus,(Cope),species,Spotfin chub,target,http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=689041 (accessed 08/31/2017),"The Integrated Taxonomic Information System on-line database http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=689041, accessed 31 Aug 2017",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Cypriniformes,,,,,,Cyprinidae,,,,Erimonax,,Erimonax monachus,,,,,,,,,,,,monachus,
FISH,ERIOBL,ERIOBL,Erimyzon oblongus,(Mitchill),species,,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Cypriniformes,,,,,,Catostomidae,,,,Erimyzon,,Erimyzon oblongus,,,,,,,,,,,,oblongus,
FISH,ERISP,ERISP,Ericymba sp.,,genus,,target,http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=161087 (accessed 08/31/2017),"The Integrated Taxonomic Information System on-line database http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=161087, accessed 31 Aug 2017",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Cypriniformes,,,,,,Cyprinidae,,,,Ericymba,,,,,,,,,,,,,,sp.,
FISH,ERISP1,ERISP1,Erimystax sp.,,genus,,target,http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=163819 (accessed 08/31/2017),"The Integrated Taxonomic Information System on-line database http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=163819, accessed 31 Aug 2017",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Cypriniformes,,,,,,Cyprinidae,,,,Erimystax,,,,,,,,,,,,,,sp.,
FISH,ERISP2,ERISP2,Erimyzon sp.,,genus,,target,http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=163921 (accessed 08/31/2017),"The Integrated Taxonomic Information System on-line database http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=163921, accessed 31 Aug 2017",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Cypriniformes,,,,,,Catostomidae,,,,Erimyzon,,,,,,,,,,,,,,sp.,
FISH,ERISP3,ERISP3,Erimonax sp.,,genus,,target,http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=687522 (accessed 08/31/2017),"The Integrated Taxonomic Information System on-line database http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=687522, accessed 31 Aug 2017",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Cypriniformes,,,,,,Cyprinidae,,,,Erimonax,,,,,,,,,,,,,,sp.,
FISH,ERISPP,ERISPP,Ericymba spp.,,genus,,target,http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=161087 (accessed 08/31/2017),"The Integrated Taxonomic Information System on-line database http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=161087, accessed 31 Aug 2017",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Cypriniformes,,,,,,Cyprinidae,,,,Ericymba,,,,,,,,,,,,,,spp.,
FISH,ERISPP1,ERISPP1,Erimystax spp.,,genus,,target,http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=163819 (accessed 08/31/2017),"The Integrated Taxonomic Information System on-line database http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=163819, accessed 31 Aug 2017",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Cypriniformes,,,,,,Cyprinidae,,,,Erimystax,,,,,,,,,,,,,,spp.,
FISH,ERISPP2,ERISPP2,Erimyzon spp.,,genus,,target,http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=163921 (accessed 08/31/2017),"The Integrated Taxonomic Information System on-line database http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=163921, accessed 31 Aug 2017",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Cypriniformes,,,,,,Catostomidae,,,,Erimyzon,,,,,,,,,,,,,,spp.,
FISH,ERISPP3,ERISPP3,Erimonax spp.,,genus,,target,http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=687522 (accessed 08/31/2017),"The Integrated Taxonomic Information System on-line database http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=687522, accessed 31 Aug 2017",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Cypriniformes,,,,,,Cyprinidae,,,,Erimonax,,,,,,,,,,,,,,spp.,
FISH,ERISUC,ERISUC,Erimyzon sucetta,(Lacepède),species,,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Cypriniformes,,,,,,Catostomidae,,,,Erimyzon,,Erimyzon sucetta,,,,,,,,,,,,sucetta,
FISH,ERITEN,ERITEN,Erimyzon tenuis,(Agassiz),species,,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Cypriniformes,,,,,,Catostomidae,,,,Erimyzon,,Erimyzon tenuis,,,,,,,,,,,,tenuis,
FISH,ERIX-P,ERIX-P,Erimystax x-punctatus,(Hubbs & Crowe),species,,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Cypriniformes,,,,,,Cyprinidae,,,,Erimystax,,Erimystax x-punctatus,,,,,,,,,,,,x-punctatus,
FISH,ERYSP,ERYSP,Erythrinidae sp.,,family,,target,http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=163053 (accessed 08/31/2017),"The Integrated Taxonomic Information System on-line database http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=163053, accessed 31 Aug 2017",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Characiformes,,,,,,Erythrinidae,,,,,,,,,,,,,,,,,,sp.,
FISH,ERYSPP,ERYSPP,Erythrinidae spp.,,family,,target,http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=163053 (accessed 08/31/2017),"The Integrated Taxonomic Information System on-line database http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=163053, accessed 31 Aug 2017",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Characiformes,,,,,,Erythrinidae,,,,,,,,,,,,,,,,,,spp.,
FISH,ESOAME,ESOAME,Esox americanus americanus,Gmelin,subspecies,,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Esociformes,,,,,,Esocidae,,,,Esox,,Esox americanus,americanus,,,,,,,,,,,americanus,americanus
FISH,ESOAME1,ESOAME1,Esox americanus vermiculatus,Lesueur,subspecies,,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Esociformes,,,,,,Esocidae,,,,Esox,,Esox americanus,vermiculatus,,,,,,,,,,,americanus,vermiculatus
FISH,ESOAME2,ESOAME2,Esox americanus,Gmelin,species,,target,http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=162140 (accessed 08/31/2017),"The Integrated Taxonomic Information System on-line database http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=162140, accessed 31 Aug 2017",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Esociformes,,,,,,Esocidae,,,,Esox,,Esox americanus,,,,,,,,,,,,americanus,
FISH,ESOLUC,ESOLUC,Esox lucius,Linnaeus,species,,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Esociformes,,,,,,Esocidae,,,,Esox,,Esox lucius,,,,,,,,,,,,lucius,
FISH,ESOMAS,ESOMAS,Esox masquinongy,Mitchill,species,,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Esociformes,,,,,,Esocidae,,,,Esox,,Esox masquinongy,,,,,,,,,,,,masquinongy,
FISH,ESONIG,ESONIG,Esox niger,Lesueur,species,,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Esociformes,,,,,,Esocidae,,,,Esox,,Esox niger,,,,,,,,,,,,niger,
FISH,ESOSP,ESOSP,Esox sp.,,genus,,target,http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=162138 (accessed 08/31/2017),"The Integrated Taxonomic Information System on-line database http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=162138, accessed 31 Aug 2017",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Esociformes,,,,,,Esocidae,,,,Esox,,,,,,,,,,,,,,sp.,
FISH,ESOSP1,ESOSP1,Esocidae sp.,,family,,target,http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=162137 (accessed 08/31/2017),"The Integrated Taxonomic Information System on-line database http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=162137, accessed 31 Aug 2017",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Esociformes,,,,,,Esocidae,,,,,,,,,,,,,,,,,,sp.,
FISH,ESOSP2,ESOSP2,Esociformes sp.,,order,,target,http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=553131 (accessed 08/31/2017),"The Integrated Taxonomic Information System on-line database http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=553131, accessed 31 Aug 2017",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Esociformes,,,,,,,,,,,,,,,,,,,,,,,,sp.,
FISH,ESOSPP,ESOSPP,Esox spp.,,genus,,target,http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=162138 (accessed 08/31/2017),"The Integrated Taxonomic Information System on-line database http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=162138, accessed 31 Aug 2017",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Esociformes,,,,,,Esocidae,,,,Esox,,,,,,,,,,,,,,spp.,
FISH,ESOSPP1,ESOSPP1,Esocidae spp.,,family,,target,http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=162137 (accessed 08/31/2017),"The Integrated Taxonomic Information System on-line database http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=162137, accessed 31 Aug 2017",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Esociformes,,,,,,Esocidae,,,,,,,,,,,,,,,,,,spp.,
FISH,ESOSPP2,ESOSPP2,Esociformes spp.,,order,,target,http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=553131 (accessed 08/31/2017),"The Integrated Taxonomic Information System on-line database http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=553131, accessed 31 Aug 2017",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Esociformes,,,,,,,,,,,,,,,,,,,,,,,,spp.,
FISH,ETHACU,ETHACU,Etheostoma acuticeps,Bailey,species,,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Perciformes,,,,,,Percidae,,,,Etheostoma,,Etheostoma acuticeps,,,,,,,,,,,,acuticeps,
FISH,ETHAKA,ETHAKA,Etheostoma akatulo,Layman & Mayden,species,,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Perciformes,,,,,,Percidae,,,,Etheostoma,,Etheostoma akatulo,,,,,,,,,,,,akatulo,
FISH,ETHART,ETHART,Etheostoma artesiae,(Hay),species,,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Perciformes,,,,,,Percidae,,,,Etheostoma,,Etheostoma artesiae,,,,,,,,,,,,artesiae,
FISH,ETHASP,ETHASP,Etheostoma asprigene,(Forbes),species,,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Perciformes,,,,,,Percidae,,,,Etheostoma,,Etheostoma asprigene,,,,,,,,,,,,asprigene,
FISH,ETHATR,ETHATR,Etheostoma atripinne,(Jordan),species,,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Perciformes,,,,,,Percidae,,,,Etheostoma,,Etheostoma atripinne,,,,,,,,,,,,atripinne,
FISH,ETHAUT,ETHAUT,Etheostoma autumnale,Mayden,species,,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Perciformes,,,,,,Percidae,,,,Etheostoma,,Etheostoma autumnale,,,,,,,,,,,,autumnale,
